session_id,student_level,discipline,session_date,session_length_min,total_prompts,task_type,ai_assistance_level,final_outcome,used_again,satisfaction_rating
SESSION08519,High School,Engineering,2024/10/16,8,2,Research,5,Idea Drafted,FALSE,4.1
SESSION08520,High School,Business,2024/12/11,64,16,Coding,3,Confused,TRUE,2.9
SESSION08521,Undergraduate,Psychology,2025/04/28,6,1,Writing,5,Confused,TRUE,5
SESSION08522,Undergraduate,Computer Science,2024/07/05,20,9,Writing,5,Assignment Completed,TRUE,5
SESSION08523,Undergraduate,Computer Science,2024/10/02,20,5,Coding,4,Assignment Completed,TRUE,5
SESSION08524,Undergraduate,Engineering,2025/01/03,5,1,Studying,2,Assignment Completed,TRUE,2
SESSION08525,Undergraduate,Computer Science,2024/10/21,11,3,Homework Help,3,Confused,FALSE,2.3
SESSION08526,Graduate,History,2024/12/27,17,4,Coding,3,Assignment Completed,TRUE,3.7
SESSION08527,Undergraduate,Math,2025/06/08,35,8,Writing,2,Idea Drafted,TRUE,2.3
SESSION08528,High School,Psychology,2024/11/21,23,6,Writing,3,Gave Up,TRUE,2.2
SESSION08529,High School,Psychology,2024/10/19,4,1,Coding,4,Gave Up,FALSE,1.4
SESSION08530,Graduate,Computer Science,2025/01/20,4,1,Writing,3,Idea Drafted,TRUE,2.1
SESSION08531,Undergraduate,Business,2024/10/14,11,3,Brainstorming,4,Confused,FALSE,3.3
SESSION08532,Undergraduate,Business,2025/03/16,53,12,Coding,3,Assignment Completed,TRUE,2.4
SESSION08533,Undergraduate,Business,2025/04/25,18,5,Writing,3,Idea Drafted,TRUE,2.5
SESSION08534,Graduate,Biology,2024/10/28,49,12,Coding,4,Idea Drafted,FALSE,4.1
SESSION08535,Graduate,Computer Science,2024/11/15,9,4,Writing,3,Gave Up,FALSE,3.5
SESSION08536,Undergraduate,Computer Science,2025/02/10,19,6,Writing,4,Assignment Completed,TRUE,2.7
SESSION08537,High School,Computer Science,2024/09/18,20,9,Homework Help,4,Assignment Completed,TRUE,4.5
SESSION08538,Undergraduate,Psychology,2025/02/12,13,4,Brainstorming,4,Assignment Completed,TRUE,3.9
SESSION08539,Undergraduate,History,2024/12/10,7,1,Writing,5,Gave Up,FALSE,3.3
SESSION08540,Undergraduate,History,2024/10/28,27,6,Writing,3,Idea Drafted,TRUE,3.8
SESSION08541,Graduate,Biology,2024/08/29,5,1,Writing,3,Assignment Completed,TRUE,4.2
SESSION08542,Undergraduate,Engineering,2024/07/31,5,1,Homework Help,4,Gave Up,FALSE,5
SESSION08543,Undergraduate,History,2025/05/19,16,3,Studying,4,Assignment Completed,TRUE,3.8
SESSION08544,Undergraduate,Psychology,2025/05/10,50,14,Writing,3,Assignment Completed,TRUE,2.4
SESSION08545,Undergraduate,Engineering,2025/05/07,30,12,Writing,5,Assignment Completed,TRUE,4.3
SESSION08546,Graduate,Psychology,2024/09/22,15,3,Coding,3,Idea Drafted,FALSE,2.3
SESSION08547,High School,Biology,2025/01/17,18,6,Writing,3,Assignment Completed,FALSE,4
SESSION08548,Undergraduate,Business,2024/09/19,21,4,Homework Help,5,Idea Drafted,FALSE,4.1
SESSION08549,Undergraduate,Engineering,2024/10/23,34,9,Homework Help,5,Assignment Completed,TRUE,4.5
SESSION08550,Undergraduate,Psychology,2024/06/26,27,9,Research,3,Gave Up,TRUE,2.3
SESSION08551,High School,Computer Science,2024/12/30,19,3,Coding,3,Confused,FALSE,2.3
SESSION08552,Graduate,Computer Science,2025/05/12,7,1,Coding,3,Confused,TRUE,2.7
SESSION08553,Undergraduate,Business,2024/07/25,16,4,Studying,4,Assignment Completed,TRUE,5
SESSION08554,Undergraduate,Computer Science,2024/08/16,61,14,Coding,5,Confused,FALSE,5
SESSION08555,High School,Psychology,2024/10/13,29,5,Studying,3,Idea Drafted,TRUE,2.4
SESSION08556,Undergraduate,Business,2024/10/31,24,8,Studying,3,Gave Up,FALSE,2.7
SESSION08557,Undergraduate,Psychology,2025/04/02,8,2,Studying,4,Gave Up,FALSE,4
SESSION08558,Undergraduate,Biology,2024/11/06,9,3,Studying,3,Assignment Completed,TRUE,3.6
SESSION08559,Undergraduate,Business,2024/09/16,10,2,Coding,2,Assignment Completed,FALSE,1.4
SESSION08560,High School,Math,2024/08/02,34,16,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION08561,Undergraduate,Math,2024/08/27,46,10,Homework Help,3,Gave Up,TRUE,1
SESSION08562,High School,Math,2025/03/23,13,3,Writing,4,Idea Drafted,TRUE,4.1
SESSION08563,Undergraduate,Biology,2025/05/11,5,1,Coding,2,Confused,TRUE,1.7
SESSION08564,Graduate,Engineering,2025/05/24,12,3,Coding,4,Assignment Completed,TRUE,3
SESSION08565,Undergraduate,Computer Science,2025/06/08,14,6,Writing,5,Assignment Completed,TRUE,4.6
SESSION08566,Undergraduate,Engineering,2025/02/10,17,5,Brainstorming,5,Confused,TRUE,3.4
SESSION08567,Undergraduate,Engineering,2024/07/15,20,4,Studying,3,Idea Drafted,TRUE,3.3
SESSION08568,Graduate,Business,2024/06/25,62,23,Homework Help,3,Assignment Completed,TRUE,4.5
SESSION08569,High School,Business,2025/04/07,34,8,Writing,5,Confused,FALSE,4.6
SESSION08570,Graduate,Math,2024/09/28,28,6,Writing,3,Idea Drafted,TRUE,3.4
SESSION08571,Undergraduate,Engineering,2024/11/24,7,2,Writing,3,Idea Drafted,FALSE,2.3
SESSION08572,Undergraduate,Engineering,2024/08/12,31,6,Studying,4,Gave Up,FALSE,3.5
SESSION08573,Undergraduate,Computer Science,2025/03/06,14,3,Coding,3,Idea Drafted,TRUE,1.3
SESSION08574,Undergraduate,History,2024/09/03,63,25,Homework Help,5,Idea Drafted,TRUE,4
SESSION08575,Graduate,Biology,2024/07/29,18,6,Studying,4,Gave Up,TRUE,3.5
SESSION08576,Undergraduate,Engineering,2025/06/20,23,8,Coding,4,Gave Up,FALSE,2.6
SESSION08577,Undergraduate,Computer Science,2025/05/27,14,3,Studying,1,Assignment Completed,TRUE,1
SESSION08578,Graduate,Psychology,2024/07/20,18,6,Homework Help,3,Assignment Completed,TRUE,1.7
SESSION08579,Undergraduate,History,2025/06/19,3,1,Studying,3,Confused,FALSE,2.3
SESSION08580,Undergraduate,Business,2025/03/29,17,6,Brainstorming,3,Assignment Completed,TRUE,3.2
SESSION08581,High School,Engineering,2025/04/22,4,1,Studying,3,Idea Drafted,TRUE,1.7
SESSION08582,High School,Math,2024/12/24,11,2,Studying,3,Idea Drafted,TRUE,2.3
SESSION08583,Undergraduate,Engineering,2024/09/23,15,7,Writing,5,Assignment Completed,TRUE,4.1
SESSION08584,High School,Business,2025/06/17,17,7,Homework Help,3,Assignment Completed,TRUE,3.3
SESSION08585,Undergraduate,Engineering,2025/04/22,18,8,Writing,4,Idea Drafted,TRUE,3.8
SESSION08586,Undergraduate,Psychology,2025/02/27,7,1,Studying,4,Assignment Completed,TRUE,5
SESSION08587,Graduate,Biology,2024/08/18,2,1,Studying,5,Gave Up,FALSE,3.9
SESSION08588,Undergraduate,Business,2025/02/24,8,3,Writing,4,Confused,TRUE,3.3
SESSION08589,Graduate,Engineering,2024/12/20,8,1,Studying,2,Assignment Completed,TRUE,1.7
SESSION08590,Undergraduate,Business,2025/01/02,46,9,Studying,4,Assignment Completed,TRUE,5
SESSION08591,High School,Business,2024/08/23,8,1,Coding,3,Gave Up,FALSE,2.1
SESSION08592,Graduate,Psychology,2024/12/06,19,5,Studying,3,Assignment Completed,TRUE,2.6
SESSION08593,Undergraduate,Math,2025/04/19,11,2,Writing,3,Idea Drafted,TRUE,4
SESSION08594,Undergraduate,Engineering,2024/10/07,20,9,Homework Help,5,Confused,FALSE,4.5
SESSION08595,Undergraduate,Engineering,2025/01/18,35,11,Studying,2,Assignment Completed,TRUE,1.1
SESSION08596,Graduate,Math,2025/02/28,17,7,Homework Help,5,Assignment Completed,FALSE,5
SESSION08597,High School,Psychology,2025/01/21,18,4,Studying,2,Gave Up,FALSE,1.5
SESSION08598,Undergraduate,Engineering,2025/04/04,5,1,Writing,2,Assignment Completed,TRUE,1.1
SESSION08599,High School,Business,2024/09/27,4,1,Homework Help,2,Idea Drafted,FALSE,1.9
SESSION08600,Graduate,History,2025/02/18,13,3,Studying,4,Confused,FALSE,5
SESSION08601,High School,Business,2024/11/05,23,5,Coding,3,Confused,TRUE,3.1
SESSION08602,Undergraduate,Psychology,2025/01/25,30,11,Coding,4,Assignment Completed,TRUE,4.1
SESSION08603,High School,Computer Science,2024/10/26,20,4,Writing,3,Assignment Completed,FALSE,2.8
SESSION08604,Undergraduate,Computer Science,2025/03/27,32,10,Homework Help,4,Assignment Completed,TRUE,5
SESSION08605,High School,Engineering,2025/03/13,35,10,Studying,4,Assignment Completed,TRUE,3.8
SESSION08606,Undergraduate,Engineering,2024/10/26,12,4,Studying,5,Assignment Completed,TRUE,5
SESSION08607,Graduate,Math,2025/01/25,28,9,Homework Help,5,Idea Drafted,TRUE,5
SESSION08608,Undergraduate,History,2024/10/28,28,10,Homework Help,5,Assignment Completed,FALSE,5
SESSION08609,Undergraduate,History,2024/08/29,3,1,Writing,3,Idea Drafted,FALSE,3.6
SESSION08610,Undergraduate,History,2024/09/02,4,1,Writing,5,Idea Drafted,TRUE,4
SESSION08611,Graduate,Psychology,2025/02/05,13,5,Writing,5,Assignment Completed,TRUE,4
SESSION08612,Undergraduate,Business,2025/03/10,5,1,Writing,5,Confused,FALSE,5
SESSION08613,Undergraduate,Business,2024/10/20,5,1,Brainstorming,3,Assignment Completed,TRUE,4.3
SESSION08614,Undergraduate,Business,2024/08/29,10,2,Writing,3,Assignment Completed,FALSE,2.9
SESSION08615,Undergraduate,Business,2025/03/15,14,5,Homework Help,2,Assignment Completed,TRUE,2
SESSION08616,Undergraduate,Psychology,2025/05/16,10,1,Writing,3,Assignment Completed,TRUE,2.8
SESSION08617,Undergraduate,Math,2024/11/05,19,7,Research,3,Confused,FALSE,2.4
SESSION08618,Undergraduate,Business,2024/08/17,12,2,Writing,3,Assignment Completed,TRUE,3
SESSION08619,Graduate,Psychology,2025/03/27,23,5,Writing,2,Assignment Completed,TRUE,2.7
SESSION08620,Graduate,Psychology,2025/05/23,29,6,Homework Help,4,Assignment Completed,TRUE,4.2
SESSION08621,Undergraduate,Computer Science,2024/10/23,38,12,Writing,4,Assignment Completed,TRUE,4.2
SESSION08622,Graduate,Biology,2024/08/02,14,6,Writing,4,Assignment Completed,FALSE,3.9
SESSION08623,Graduate,Psychology,2024/11/28,25,12,Writing,2,Assignment Completed,TRUE,2.3
SESSION08624,Undergraduate,Biology,2024/08/07,61,15,Homework Help,5,Assignment Completed,FALSE,5
SESSION08625,Graduate,Psychology,2025/01/05,28,10,Homework Help,3,Idea Drafted,TRUE,3.3
SESSION08626,Graduate,Business,2024/10/29,10,3,Brainstorming,4,Gave Up,FALSE,3.8
SESSION08627,Undergraduate,Psychology,2024/12/31,12,3,Coding,5,Assignment Completed,FALSE,5
SESSION08628,Undergraduate,History,2024/11/14,22,6,Writing,3,Assignment Completed,FALSE,1.7
SESSION08629,High School,Engineering,2025/02/17,6,1,Writing,5,Assignment Completed,TRUE,5
SESSION08630,Undergraduate,Engineering,2024/07/26,12,4,Writing,3,Idea Drafted,TRUE,3.2
SESSION08631,High School,Psychology,2024/12/15,4,1,Writing,4,Assignment Completed,TRUE,2.1
SESSION08632,High School,Engineering,2024/07/19,36,8,Brainstorming,3,Assignment Completed,TRUE,2.9
SESSION08633,Undergraduate,Biology,2024/07/15,16,4,Studying,2,Assignment Completed,TRUE,2.8
SESSION08634,Undergraduate,Computer Science,2024/11/01,19,8,Writing,5,Assignment Completed,TRUE,5
SESSION08635,High School,Biology,2025/06/14,11,2,Writing,4,Confused,TRUE,5
SESSION08636,Undergraduate,Math,2024/07/14,13,2,Homework Help,3,Idea Drafted,TRUE,1.2
SESSION08637,Undergraduate,History,2025/01/15,2,1,Homework Help,4,Assignment Completed,FALSE,4.3
SESSION08638,High School,Psychology,2025/05/20,14,2,Studying,2,Idea Drafted,TRUE,1.4
SESSION08639,Undergraduate,Computer Science,2025/02/26,1,1,Coding,4,Assignment Completed,TRUE,2.5
SESSION08640,Undergraduate,Engineering,2024/07/12,12,3,Studying,3,Assignment Completed,TRUE,3.6
SESSION08641,Undergraduate,Biology,2024/11/12,14,3,Writing,2,Assignment Completed,FALSE,1
SESSION08642,High School,Engineering,2024/10/21,11,3,Studying,4,Idea Drafted,TRUE,4.3
SESSION08643,Undergraduate,Computer Science,2025/02/11,27,5,Writing,3,Assignment Completed,TRUE,3.7
SESSION08644,High School,Psychology,2024/07/30,5,2,Homework Help,4,Idea Drafted,TRUE,5
SESSION08645,Graduate,History,2024/10/02,13,3,Writing,5,Idea Drafted,TRUE,4.9
SESSION08646,Undergraduate,Computer Science,2024/12/15,12,5,Writing,3,Confused,FALSE,2.5
SESSION08647,Undergraduate,Biology,2024/12/17,12,2,Homework Help,4,Assignment Completed,TRUE,3.5
SESSION08648,Undergraduate,Psychology,2024/10/21,12,4,Homework Help,4,Idea Drafted,FALSE,2.3
SESSION08649,Undergraduate,Psychology,2024/10/06,8,3,Coding,3,Confused,FALSE,3.7
SESSION08650,High School,Engineering,2024/12/24,12,2,Coding,4,Assignment Completed,TRUE,5
SESSION08651,High School,Business,2024/09/21,13,4,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION08652,High School,Math,2025/04/16,13,3,Homework Help,4,Assignment Completed,FALSE,4.9
SESSION08653,Undergraduate,Math,2024/11/13,23,4,Studying,2,Assignment Completed,TRUE,2.9
SESSION08654,High School,Biology,2025/02/27,2,1,Coding,4,Assignment Completed,TRUE,3.8
SESSION08655,Undergraduate,Computer Science,2024/09/15,11,4,Coding,3,Assignment Completed,TRUE,2.3
SESSION08656,High School,Computer Science,2024/11/09,15,3,Brainstorming,4,Idea Drafted,TRUE,4
SESSION08657,Undergraduate,Engineering,2025/04/19,14,5,Studying,2,Confused,FALSE,3.1
SESSION08658,Undergraduate,Business,2024/08/17,5,2,Research,4,Confused,TRUE,3.6
SESSION08659,Undergraduate,Computer Science,2024/10/17,22,7,Writing,2,Idea Drafted,TRUE,2.5
SESSION08660,Undergraduate,Computer Science,2024/12/11,11,3,Research,3,Assignment Completed,TRUE,3.8
SESSION08661,Graduate,Engineering,2025/05/29,21,7,Writing,2,Assignment Completed,TRUE,2
SESSION08662,High School,Psychology,2025/01/15,11,4,Studying,2,Idea Drafted,FALSE,1.2
SESSION08663,Undergraduate,Math,2025/04/04,13,3,Homework Help,4,Idea Drafted,TRUE,4.7
SESSION08664,Graduate,Math,2025/04/08,31,8,Brainstorming,4,Confused,FALSE,3.5
SESSION08665,Undergraduate,Biology,2025/05/21,8,1,Writing,4,Idea Drafted,FALSE,2.6
SESSION08666,Undergraduate,Biology,2025/04/04,5,1,Coding,1,Assignment Completed,TRUE,1
SESSION08667,Graduate,Biology,2024/10/16,8,1,Writing,4,Assignment Completed,TRUE,3.4
SESSION08668,Graduate,Biology,2024/08/06,42,14,Writing,4,Assignment Completed,TRUE,4.1
SESSION08669,Graduate,History,2025/05/13,17,6,Writing,3,Assignment Completed,FALSE,3
SESSION08670,Graduate,Business,2025/04/26,49,23,Writing,4,Confused,TRUE,4.6
SESSION08671,Graduate,Math,2025/05/17,6,1,Homework Help,3,Idea Drafted,TRUE,1.8
SESSION08672,Graduate,Engineering,2024/12/20,23,8,Brainstorming,4,Idea Drafted,TRUE,3.9
SESSION08673,Graduate,History,2024/08/09,6,1,Homework Help,5,Idea Drafted,TRUE,5
SESSION08674,Undergraduate,Math,2024/11/09,16,4,Writing,4,Gave Up,FALSE,5
SESSION08675,Undergraduate,Math,2025/02/04,52,20,Writing,3,Assignment Completed,TRUE,3.1
SESSION08676,High School,Biology,2024/10/18,6,1,Coding,5,Assignment Completed,FALSE,3.8
SESSION08677,Undergraduate,Engineering,2025/03/23,11,2,Writing,3,Gave Up,FALSE,3.6
SESSION08678,High School,Computer Science,2025/05/02,16,4,Writing,3,Idea Drafted,TRUE,2
SESSION08679,Undergraduate,Psychology,2025/01/31,11,2,Coding,4,Assignment Completed,TRUE,4.9
SESSION08680,High School,History,2024/12/19,19,5,Homework Help,4,Assignment Completed,TRUE,2.8
SESSION08681,Undergraduate,Engineering,2024/09/09,16,4,Homework Help,3,Assignment Completed,FALSE,2.6
SESSION08682,Undergraduate,Engineering,2024/10/02,48,12,Research,5,Gave Up,FALSE,5
SESSION08683,Undergraduate,Psychology,2024/10/14,44,10,Writing,4,Idea Drafted,TRUE,2.9
SESSION08684,Undergraduate,Psychology,2025/05/19,6,2,Homework Help,5,Assignment Completed,TRUE,5
SESSION08685,High School,Math,2025/06/09,6,1,Writing,2,Idea Drafted,TRUE,1.8
SESSION08686,High School,Psychology,2025/02/13,15,3,Writing,4,Idea Drafted,TRUE,3.1
SESSION08687,Graduate,History,2024/09/10,7,1,Studying,2,Idea Drafted,TRUE,3.9
SESSION08688,Undergraduate,Business,2024/07/08,9,2,Coding,4,Assignment Completed,TRUE,2.6
SESSION08689,Undergraduate,History,2024/10/31,12,2,Brainstorming,1,Idea Drafted,FALSE,2.1
SESSION08690,High School,Biology,2024/09/21,10,2,Homework Help,4,Assignment Completed,TRUE,3.3
SESSION08691,Undergraduate,History,2024/12/30,17,6,Coding,2,Assignment Completed,TRUE,1.8
SESSION08692,High School,Business,2025/01/08,13,3,Writing,3,Assignment Completed,TRUE,2.7
SESSION08693,Undergraduate,Psychology,2025/01/17,14,2,Writing,4,Idea Drafted,TRUE,4.2
SESSION08694,Graduate,History,2024/07/05,5,1,Homework Help,4,Confused,TRUE,2.2
SESSION08695,Undergraduate,Computer Science,2024/09/18,46,15,Studying,5,Idea Drafted,TRUE,5
SESSION08696,Graduate,Biology,2024/09/07,8,1,Homework Help,3,Confused,FALSE,2.7
SESSION08697,Undergraduate,Engineering,2024/08/11,13,3,Coding,2,Gave Up,TRUE,3.1
SESSION08698,High School,Engineering,2025/01/15,12,3,Coding,5,Assignment Completed,TRUE,4.4
SESSION08699,Undergraduate,Biology,2024/09/16,5,1,Studying,3,Assignment Completed,TRUE,4.2
SESSION08700,Graduate,History,2024/12/04,19,4,Writing,5,Idea Drafted,TRUE,5
SESSION08701,High School,Computer Science,2024/07/26,1,1,Homework Help,5,Assignment Completed,TRUE,4.6
SESSION08702,Undergraduate,Engineering,2025/05/29,22,4,Research,3,Assignment Completed,TRUE,2.2
SESSION08703,Undergraduate,Biology,2025/04/25,32,11,Homework Help,3,Assignment Completed,TRUE,3.1
SESSION08704,Graduate,Math,2024/07/20,22,4,Coding,3,Confused,FALSE,2.4
SESSION08705,Undergraduate,History,2025/03/18,25,5,Coding,4,Assignment Completed,TRUE,4.9
SESSION08706,Undergraduate,Biology,2024/09/10,23,8,Homework Help,3,Assignment Completed,TRUE,3.7
SESSION08707,Undergraduate,Computer Science,2024/09/25,1,1,Studying,3,Confused,FALSE,2.4
SESSION08708,Graduate,Engineering,2025/05/10,23,5,Coding,2,Idea Drafted,FALSE,2.9
SESSION08709,Undergraduate,History,2025/03/01,12,4,Writing,4,Assignment Completed,TRUE,2.4
SESSION08710,Undergraduate,Psychology,2025/01/12,45,17,Writing,5,Idea Drafted,TRUE,5
SESSION08711,Undergraduate,Math,2025/06/15,30,6,Writing,5,Idea Drafted,TRUE,3.7
SESSION08712,Undergraduate,Engineering,2025/02/12,11,4,Brainstorming,4,Idea Drafted,TRUE,4.6
SESSION08713,Undergraduate,Math,2024/09/02,31,6,Homework Help,3,Gave Up,FALSE,3.2
SESSION08714,Graduate,Psychology,2024/12/06,25,6,Writing,4,Assignment Completed,FALSE,3
SESSION08715,Undergraduate,Business,2025/06/22,22,4,Writing,4,Confused,FALSE,4.5
SESSION08716,Undergraduate,Engineering,2024/07/08,24,8,Writing,4,Assignment Completed,TRUE,2.6
SESSION08717,Undergraduate,Business,2025/01/09,2,1,Homework Help,4,Idea Drafted,FALSE,4
SESSION08718,Graduate,Computer Science,2024/12/25,51,16,Studying,5,Confused,TRUE,5
SESSION08719,Undergraduate,Biology,2025/01/06,9,4,Homework Help,5,Assignment Completed,TRUE,4.7
SESSION08720,Undergraduate,Math,2025/01/17,19,6,Writing,4,Assignment Completed,TRUE,5
SESSION08721,Undergraduate,Biology,2025/06/04,30,6,Writing,3,Assignment Completed,TRUE,2.3
SESSION08722,Undergraduate,Math,2024/08/30,35,7,Writing,3,Gave Up,FALSE,1
SESSION08723,Undergraduate,Engineering,2025/05/05,33,9,Brainstorming,2,Idea Drafted,TRUE,1.4
SESSION08724,Graduate,Psychology,2025/06/13,37,7,Coding,5,Assignment Completed,TRUE,5
SESSION08725,Graduate,Business,2025/01/26,28,6,Homework Help,5,Idea Drafted,TRUE,5
SESSION08726,Graduate,Computer Science,2024/07/20,29,11,Homework Help,4,Confused,FALSE,4.6
SESSION08727,Undergraduate,Biology,2024/11/07,17,3,Writing,5,Idea Drafted,TRUE,4.6
SESSION08728,Undergraduate,Biology,2025/04/28,9,2,Homework Help,3,Confused,TRUE,4.6
SESSION08729,Graduate,Math,2024/08/30,34,15,Coding,3,Assignment Completed,TRUE,2.3
SESSION08730,High School,Math,2024/12/27,16,3,Studying,3,Confused,TRUE,3.4
SESSION08731,Undergraduate,History,2025/01/20,25,6,Homework Help,2,Assignment Completed,TRUE,1.4
SESSION08732,Undergraduate,Business,2024/12/25,21,8,Studying,4,Idea Drafted,TRUE,4.2
SESSION08733,High School,Engineering,2024/09/08,18,5,Writing,2,Assignment Completed,TRUE,2.1
SESSION08734,Graduate,Engineering,2024/06/27,31,6,Studying,1,Idea Drafted,TRUE,1.7
SESSION08735,Undergraduate,Business,2024/10/12,28,11,Coding,3,Assignment Completed,TRUE,3.5
SESSION08736,Undergraduate,History,2025/05/11,16,3,Writing,4,Assignment Completed,TRUE,3.3
SESSION08737,Undergraduate,Business,2025/01/25,20,4,Coding,2,Assignment Completed,TRUE,1
SESSION08738,Undergraduate,History,2024/12/09,4,1,Writing,4,Assignment Completed,FALSE,3.1
SESSION08739,Undergraduate,History,2024/09/03,48,12,Coding,3,Idea Drafted,TRUE,2.7
SESSION08740,Undergraduate,Engineering,2024/10/24,13,4,Coding,3,Assignment Completed,FALSE,2.6
SESSION08741,Undergraduate,Biology,2025/03/16,20,6,Homework Help,2,Gave Up,FALSE,1.7
SESSION08742,Undergraduate,Biology,2024/07/18,5,1,Coding,5,Assignment Completed,TRUE,4.3
SESSION08743,High School,Computer Science,2024/10/23,18,4,Coding,4,Confused,TRUE,4.5
SESSION08744,Undergraduate,Computer Science,2024/09/02,15,3,Writing,3,Assignment Completed,TRUE,2.9
SESSION08745,Undergraduate,Biology,2024/08/10,22,5,Studying,3,Idea Drafted,TRUE,4
SESSION08746,Graduate,Engineering,2024/12/13,17,4,Writing,3,Confused,FALSE,3.9
SESSION08747,High School,Business,2025/03/19,25,6,Writing,3,Gave Up,TRUE,2.4
SESSION08748,Undergraduate,Business,2024/10/20,9,2,Writing,4,Confused,FALSE,5
